,Place_type,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity
410,bar,"{'location': {'lat': 13.7169335, 'lng': 100.4817274}, 'viewport': {'northeast': {'lat': 13.7183250302915, 'lng': 100.4830528802915}, 'southwest': {'lat': 13.7156270697085, 'lng': 100.4803549197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,5f5ed1aa03057882bfd1a79c6ca253dfe6814ead,CUBE by moody's bar,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101627174031788963158"">Thirith Mey</a>'], 'photo_reference': 'CmRaAAAAUdkpm16ZA8Rhae8G6osRwJf-KovewCOP4gMPF6CAwK16-6zY-6uZQQCDfWMmxM0_olLPX5veupCL9dCvrKqKYA2ARbKm1R-3yoIYYhbw_n5fm-JAwexA_e3XktgGLUnuEhCbLVDFnOV2Yfdbn_5JllO1GhQkPXiLyLmDyj3PP_O7t7FBhXmJow', 'width': 4032}]",ChIJCZyG_16Y4jAR4CxGZ-XIjVY,"{'compound_code': 'PF8J+QM Bangkok, Thailand', 'global_code': '7P52PF8J+QM'}",2,4.2,ChIJCZyG_16Y4jAR4CxGZ-XIjVY,GOOGLE,"['bar', 'point_of_interest', 'establishment']",219,"151/8 ถนน ราชพฤกษ์ แขวง บางยี่เรือ Ratchaphruek Road, Bang Yi Ruea, Thon Buri"
411,bar,"{'location': {'lat': 13.7200996, 'lng': 100.48574}, 'viewport': {'northeast': {'lat': 13.7214945302915, 'lng': 100.4870670302915}, 'southwest': {'lat': 13.7187965697085, 'lng': 100.4843690697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,5a4eb9113546c2a679cfa4aa4d0210a443ceb745,wachi music,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103130639097884843827"">ประพันธ์ มั่งมี</a>'], 'photo_reference': 'CmRZAAAAu8PbtUxMtoqrBbFwkGj68zwQAS9ymy37nBzwzrC19Zmq4lHm37Nut4jOnY_AobnnC8ISDpR6YSs0hegihz5BZPqYzP5mONwzd8X2WN-hUXzpjavYBTQmIiySyyLPuYZjEhCyyJgNnRi46UVcGWDGjUtyGhRzbYpEZR543i6N0V94hBPJC-XyiA', 'width': 720}]",ChIJNYXxDfaY4jARACMbBCv4Y-Y,"{'compound_code': 'PFCP+27 Bangkok, Thailand', 'global_code': '7P52PFCP+27'}",,3.5,ChIJNYXxDfaY4jARACMbBCv4Y-Y,GOOGLE,"['night_club', 'bar', 'point_of_interest', 'establishment']",2,"359/9 ถนน เทอดไท, Bang Yi Ruea, Thon Buri"
412,bar,"{'location': {'lat': 13.719269, 'lng': 100.48131}, 'viewport': {'northeast': {'lat': 13.7206059302915, 'lng': 100.4826645302915}, 'southwest': {'lat': 13.7179079697085, 'lng': 100.4799665697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,0a76983321c5e19dd1bc18c4769bf32669914481,เสืออ้อย,,,ChIJTZbW016Y4jARy87a-LIMCRw,"{'compound_code': 'PF9J+PG Bangkok, Thailand', 'global_code': '7P52PF9J+PG'}",,,ChIJTZbW016Y4jARy87a-LIMCRw,GOOGLE,"['bar', 'point_of_interest', 'establishment']",,"396 Soi Thoet Thai 23, Bukkhalo, Thon Buri"
413,bar,"{'location': {'lat': 13.720302, 'lng': 100.476878}, 'viewport': {'northeast': {'lat': 13.7216569302915, 'lng': 100.4782588302915}, 'southwest': {'lat': 13.7189589697085, 'lng': 100.4755608697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,757a1aeb675b69f70dd5385d10cad1d354f43eec,Baan TalatPhlu Craft Beer - บ้านตลาดพลูคราฟเบียร์,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110271884308529711888"">Baan TalatPhlu Craft Beer - บ้านตลาดพลูคราฟเบียร์</a>'], 'photo_reference': 'CmRaAAAAOvDbYDQEboMg304JgW957FUvz1h1PR4bwFqFbw4Sp8RYUD4UtBxs9Ozx68fC8fuwkwlfistLT6Ja4E-5oHbcB-S3J85OtPw4xxWbpi84z-joOolShXbl1oKumutbTttCEhCjliJinxgJpOy1aDJ85pBFGhS9hS2iwB2jm63MHsh88O2q8zhNxQ', 'width': 3264}]",ChIJa02UbH-Z4jARuQ0LMWnJdeY,"{'compound_code': 'PFCG+4Q Bangkok, Thailand', 'global_code': '7P52PFCG+4Q'}",,5,ChIJa02UbH-Z4jARuQ0LMWnJdeY,GOOGLE,"['bar', 'point_of_interest', 'establishment']",2,"1181, 1183 Thoet Thai 27 Alley, Talat Phlu, Thon Buri"
414,bar,"{'location': {'lat': 13.7205032, 'lng': 100.4764588}, 'viewport': {'northeast': {'lat': 13.7218562302915, 'lng': 100.4778378802915}, 'southwest': {'lat': 13.7191582697085, 'lng': 100.4751399197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5ad37e0478b33091ec8f2700bf879b0b2d6714d4,AantArm Cafe,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103732248328483380479"">Pinij Sae-Tia</a>'], 'photo_reference': 'CmRaAAAAlJ3Y1TOYHVRG02IxB8jFLce7nagkGF2jV7EHrv-BGgvWwDuSR8-qqh5zXo_bqCOnQBTqZPP6Kt1aJRHjuQ_UlfzOmz1fhNOb5H1C9dTnFHl7ziVtM2B2lIoGYlUdJgXEEhDgzFznhbHfFHz52u9AYjRLGhR7kFOG_0SXhq-C_R0adFqxmXw3Qw', 'width': 4000}]",ChIJ_79Jg1uY4jAR5DmDbifMF-U,"{'compound_code': 'PFCG+6H Bangkok, Thailand', 'global_code': '7P52PFCG+6H'}",,4.6,ChIJ_79Jg1uY4jAR5DmDbifMF-U,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",37,"1231/6 Thoet Thai 29, ตลาดพลู, Thon Buri"
415,bar,"{'location': {'lat': 13.7176301, 'lng': 100.4773799}, 'viewport': {'northeast': {'lat': 13.7189898302915, 'lng': 100.4788100302915}, 'southwest': {'lat': 13.7162918697085, 'lng': 100.4761120697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,33a0521d1ab6be3c52147c4427c157259d64df7e,The Lounge,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103593348893024277817"">AU Wing</a>'], 'photo_reference': 'CmRaAAAAzR0CH-dtucsOMc8GyHXkikOgNEUU1Yb_pxhjt6N5iygnD7ADDjCh7S5D6XlIh96mWbvjxLujL55d9lx6u0aXJzBe5655YYD3W0a4tiwyoQ_Cu8lWJqaMpKYefc1JE8yFEhDXMLN-jNpefLryBymZgbKTGhQK0GvLs91cTOz_jLFfcrrlEFvByg', 'width': 3264}]",ChIJq-_xSFyY4jARLhfO4HBubKs,"{'compound_code': 'PF9G+3X Bangkok, Thailand', 'global_code': '7P52PF9G+3X'}",,4.3,ChIJq-_xSFyY4jARLhfO4HBubKs,GOOGLE,"['bar', 'point_of_interest', 'establishment']",6,"Thon Buri Plaza, 4, Ratchadaphisek Road, Talat Phlu, Thon Buri"
416,bar,"{'location': {'lat': 13.717514, 'lng': 100.477373}, 'viewport': {'northeast': {'lat': 13.7188752302915, 'lng': 100.4788145302915}, 'southwest': {'lat': 13.7161772697085, 'lng': 100.4761165697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,7cf11507b8c609d7b2a38b063aacbf1cabbe00be,ร้านผับ โพไซดอน,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100016217465134404642"">Dinesh Raut</a>'], 'photo_reference': 'CmRaAAAAUE6sTStGi5EhRZCrkdk7Py3-vZNQoyYct8mZdDDDamuwAZGU8C9kKWcSuAFXY-ItYGQd3XBhqmRPE_GfNDOP9m5qebbFeh0lGaLEBDMB4sDZwjxgpz5Xcx9fO0ZBCpjJEhCYRbrTg7p91ZzHNdVE49bKGhRkHa_feuBsWH8bVgcB4y2jAqo9KA', 'width': 4160}]",ChIJ5y_uSFyY4jARcavcHtGOYT8,"{'compound_code': 'PF9G+2W Bangkok, Thailand', 'global_code': '7P52PF9G+2W'}",2,4,ChIJ5y_uSFyY4jARcavcHtGOYT8,GOOGLE,"['bar', 'point_of_interest', 'establishment']",82,"4, อาคารธนบุรีพลาซ่า, ถนนรัชดาภิเษก-ท่าพระ, แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร, 10600"
417,bar,"{'location': {'lat': 13.7285118, 'lng': 100.4849008}, 'viewport': {'northeast': {'lat': 13.7298525802915, 'lng': 100.4862605302915}, 'southwest': {'lat': 13.7271546197085, 'lng': 100.4835625697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,f0b2f6b2b073eb8c40addb002085509e38cc318d,ร้านบ้านเพลง,,,ChIJZRyXg_iY4jARuLpQezBJ2Bw,"{'compound_code': 'PFHM+CX Bangkok, Thailand', 'global_code': '7P52PFHM+CX'}",,,ChIJZRyXg_iY4jARuLpQezBJ2Bw,GOOGLE,"['bar', 'point_of_interest', 'establishment']",,"367 Soi Phet Kasem 2, Wat Tha Phra, Bangkok Yai"
418,bar,"{'location': {'lat': 13.714394, 'lng': 100.47998}, 'viewport': {'northeast': {'lat': 13.7157336302915, 'lng': 100.4813310802915}, 'southwest': {'lat': 13.7130356697085, 'lng': 100.4786331197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,c0ec97296f7455934ca83a5909af5c739ad8f2fc,Baowhan.Cafe,{'open_now': False},,ChIJDWV122OZ4jARKrsibAD4nj4,"{'compound_code': 'PF7H+QX Bangkok, Thailand', 'global_code': '7P52PF7H+QX'}",,,ChIJDWV122OZ4jARKrsibAD4nj4,GOOGLE,"['bar', 'point_of_interest', 'establishment']",,"27, 21 ถนน พุทธมณฑล สาย 2, Khwaeng Bang Khae Nuea, Khet Bang Khae"
419,bar,"{'location': {'lat': 13.717045, 'lng': 100.49033}, 'viewport': {'northeast': {'lat': 13.7183703302915, 'lng': 100.4916835302915}, 'southwest': {'lat': 13.7156723697085, 'lng': 100.4889855697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,3f45ffece86fe271a7b48bc5ed542679e2db787e,Janpanese Bar Karaoke,,,ChIJzZHnh_OY4jAREGzfRoZPlGU,"{'compound_code': 'PF8R+R4 Bangkok, Thailand', 'global_code': '7P52PF8R+R4'}",,3.3,ChIJzZHnh_OY4jAREGzfRoZPlGU,GOOGLE,"['bar', 'point_of_interest', 'establishment']",6,"Soi Somdet Phrachao Taksin 11 (Watthana), Bukkhalo, Thon Buri"
420,bar,"{'location': {'lat': 13.7073934, 'lng': 100.4922558}, 'viewport': {'northeast': {'lat': 13.7087324302915, 'lng': 100.4936108802915}, 'southwest': {'lat': 13.7060344697085, 'lng': 100.4909129197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a0563db6e18b6a2605cc1751af1c91db46a951f5,HARMONIC,{'open_now': False},"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108027260097667926999"">Narongrit Srivoravieng</a>'], 'photo_reference': 'CmRaAAAAC-ZVuXll_fxyDqwUmeqqemOmJ7vN4nR0Aqs-GM3xWXWQS2TNY_203a5ePsbrMzJ2r66giG8pxlIjZo5lYVTiXcHe_XKi8OckQ9EbqFCst7huniIWW6CPSQwQ0YQ5_vKuEhAqt1LgbeXEmbY8trp_HY3rGhTExBt7OqyDpnxFfIn-2L28eL4Kmg', 'width': 3648}]",ChIJxx5gm46Y4jARqEJdcpJNc9Q,"{'compound_code': 'PF4R+XW Bangkok, Thailand', 'global_code': '7P52PF4R+XW'}",,4.1,ChIJxx5gm46Y4jARqEJdcpJNc9Q,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",64,"180, 1 Charoen Nakhon Road, Samre, Thon Buri"
421,bar,"{'location': {'lat': 13.704604, 'lng': 100.492208}, 'viewport': {'northeast': {'lat': 13.7062051802915, 'lng': 100.4936716302915}, 'southwest': {'lat': 13.7035072197085, 'lng': 100.4909736697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,3b03902e75327531f13d2c9ec24062b846fcb146,Elephant Bar,{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116022126674141767450"">Christopher Raymond</a>'], 'photo_reference': 'CmRaAAAAVFdsd5Ep7rK442vAY0TuBF7BmoiSc9yePF3T0KPQVeqVjRnXEHIOoOt9RqRgY2A9q3MpjtgRXDgX5y2GZOl-Etwnz-OLerCtKnxhQc15k9C9OcCOdNEp_G-QXGS_sxGoEhDyc9HcHnbwHbLfBgi2hLjoGhStrrjhzvOmKxVOf0l0LsZWP1kCSA', 'width': 2560}]",ChIJtzTgz46Y4jAR6Reuj8B7SF8,"{'compound_code': 'PF3R+RV Bangkok, Thailand', 'global_code': '7P52PF3R+RV'}",,4.8,ChIJtzTgz46Y4jAR6Reuj8B7SF8,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",12,"Krung Thonburi Road, Khlong Ton Sai, Khlong San"
422,bar,"{'location': {'lat': 13.720299, 'lng': 100.4932959}, 'viewport': {'northeast': {'lat': 13.7216511302915, 'lng': 100.4946798802915}, 'southwest': {'lat': 13.7189531697085, 'lng': 100.4919819197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,d0af889e376684b85dbdffcf2f30528094311261,Jack Diamond,{'open_now': True},"[{'height': 1500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104253137350831221385"">Jack Diamond</a>'], 'photo_reference': 'CmRaAAAAbvqDJqOwR_ZJylhKyq-kBOlwgrf5yNN42-9KmzpDbswvlem4q0ZVRDkzDaOvsS0anATCFCkQqCIABRik7IVgseo7h0_Aad8ukcUxEz9IYUmHTTccXOEBM-b7I_v5FKD3EhAsNGU2ztAw1m9n2JLYnx7CGhRYWFM5JHx8ScjupbpPboc0tGabDQ', 'width': 2667}]",ChIJ7bgRnPGY4jARirA37Yewdp4,"{'compound_code': 'PFCV+48 Bangkok, Thailand', 'global_code': '7P52PFCV+48'}",,4.7,ChIJ7bgRnPGY4jARirA37Yewdp4,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",96,"26 Krung Thonburi 2 Alley, Bang Lamphu Lang, Khlong San"
423,bar,"{'location': {'lat': 13.704182, 'lng': 100.4923319}, 'viewport': {'northeast': {'lat': 13.7059557302915, 'lng': 100.4938231302915}, 'southwest': {'lat': 13.7032577697085, 'lng': 100.4911251697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,c7a107c65e84bb4b4bf40d6cfb8bb397cf586a19,Loy Nam,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101993699577511266012"">Christian Königmaier</a>'], 'photo_reference': 'CmRaAAAABxVstbPd9h5gfTpSy0fcv3WIbXn8nQn57emPmv6Qfbb2nyK9Tz8LYFMeSoLdTA69lJpuLsA5fC0TWfdEfNEFpNBpm2UyC__pHfIZlXuYmNJtD5dRse7GckaGN9ZvdmVBEhDmecSTAUhUM0U1qsaJZmzXGhTwsvScd7qlt2wDkCR7r9DeEuR6PQ', 'width': 3024}]",ChIJ1Soi0I6Y4jARQHDjD3fW5vM,"{'compound_code': 'PF3R+MW Bangkok, Thailand', 'global_code': '7P52PF3R+MW'}",,4.2,ChIJ1Soi0I6Y4jARQHDjD3fW5vM,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",9,"257 / 1-3 Charoennakorn Rd, Thonburi, Bangkok"
424,bar,"{'location': {'lat': 13.7038876, 'lng': 100.4925814}, 'viewport': {'northeast': {'lat': 13.7058085302915, 'lng': 100.4939478802915}, 'southwest': {'lat': 13.7031105697085, 'lng': 100.4912499197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,d98944b5e45c95d7b0d21a4b304a29027d4184eb,Longtail,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102409615599138053666"">Markus Morgenroth</a>'], 'photo_reference': 'CmRaAAAAOFkAsAJ43UCv4fBzr29_yuaZY6jOXDHsnu_fjvAf1KXizEl9FTm1VZnT_O5Yr_qW2ichU06-sNe-L-ejnh2cd1vET28W2y2nfesJDvCDdWeG-mhWru3G0ZO55dfX2iAaEhCsz9byTnh7XarAourXdxWnGhQkV-KD4UZfqzDTurE2ow9io477Tw', 'width': 4032}]",ChIJ81vkz46Y4jARYq_qTvPwusU,"{'compound_code': 'PF3V+H2 Bangkok, Thailand', 'global_code': '7P52PF3V+H2'}",,4.6,ChIJ81vkz46Y4jARYq_qTvPwusU,GOOGLE,"['bakery', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",16,"Krung Thonburi Road, Khlong Ton Sai, Khlong San"
425,bar,"{'location': {'lat': 13.7038856, 'lng': 100.4925807}, 'viewport': {'northeast': {'lat': 13.7058075302915, 'lng': 100.4939475302915}, 'southwest': {'lat': 13.7031095697085, 'lng': 100.4912495697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,b86cb4e672b4a1107418807706934376f15427c5,Long Bar,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114871264505082035394"">Thawonphat Chotratanaphaiboon</a>'], 'photo_reference': 'CmRaAAAA_OsbUyFTuZKOEnK7mnpQpkQ9qUygovp8bqxSWA8jQMsOk4uMzwvUcuWVl3MsnIuXIi3Qo6cwuhRZbAT8YJilFlI7PABHFzAQEh3drYH47qu3ilT5xgQ2KCpnpB0oPMvqEhAZzuli1GqGEhOKf4amQB21GhRejAmKSZ5zR9wcMvzQg-kCiNGP6w', 'width': 4032}]",ChIJX4CY3o6Y4jAREP7v64dvjUY,"{'compound_code': 'PF3V+H2 Bangkok, Thailand', 'global_code': '7P52PF3V+H2'}",,4,ChIJX4CY3o6Y4jAREP7v64dvjUY,GOOGLE,"['bar', 'point_of_interest', 'establishment']",3,"24 Charoen Nakhon Road, Samre, Thon Buri"
426,bar,"{'location': {'lat': 13.7105001, 'lng': 100.4909669}, 'viewport': {'northeast': {'lat': 13.7117680802915, 'lng': 100.4923469802915}, 'southwest': {'lat': 13.7090701197085, 'lng': 100.4896490197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,f83e45bebbfb7dbd614c53f661b66262b28ffb01,King Thong Snooker Badminton Training Center,,,ChIJz8_NYoyY4jARne7jV7eV2Gg,"{'compound_code': 'PF6R+69 Bangkok, Thailand', 'global_code': '7P52PF6R+69'}",,5,ChIJz8_NYoyY4jARne7jV7eV2Gg,GOOGLE,"['bar', 'point_of_interest', 'establishment']",2,"Thon Buri, Bangkok"
427,bar,"{'location': {'lat': 13.713013, 'lng': 100.497006}, 'viewport': {'northeast': {'lat': 13.7144023302915, 'lng': 100.4983232302915}, 'southwest': {'lat': 13.7117043697085, 'lng': 100.4956252697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,e735c3389cdb181a370d614c736b3e70ada7eb16,STATUS BAR & RESTAURANT,,,ChIJRyYahdeZ4jARIht7rNLz3HA,"{'compound_code': 'PF7W+6R Bangkok, Thailand', 'global_code': '7P52PF7W+6R'}",,,ChIJRyYahdeZ4jARIht7rNLz3HA,GOOGLE,"['bar', 'point_of_interest', 'establishment']",,"Thanon Rama III, Bang Khlo, Bang Kho Laem"
428,bar,"{'location': {'lat': 13.7172996, 'lng': 100.4932503}, 'viewport': {'northeast': {'lat': 13.7185900302915, 'lng': 100.4946008302915}, 'southwest': {'lat': 13.7158920697085, 'lng': 100.4919028697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,ddbb43ee5385d2986ef54668609fa3b19186e6b9,Fuji Bar,,,ChIJFcR-TPKY4jAR5kDE5A392CI,"{'compound_code': 'PF8V+W8 Bangkok, Thailand', 'global_code': '7P52PF8V+W8'}",,,ChIJFcR-TPKY4jAR5kDE5A392CI,GOOGLE,"['bar', 'point_of_interest', 'establishment']",,"Khlong San, Bangkok"
429,bar,"{'location': {'lat': 13.717045, 'lng': 100.49033}, 'viewport': {'northeast': {'lat': 13.7183703302915, 'lng': 100.4916835302915}, 'southwest': {'lat': 13.7156723697085, 'lng': 100.4889855697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,3f45ffece86fe271a7b48bc5ed542679e2db787e,Janpanese Bar Karaoke,,,ChIJzZHnh_OY4jAREGzfRoZPlGU,"{'compound_code': 'PF8R+R4 Bangkok, Thailand', 'global_code': '7P52PF8R+R4'}",,3.3,ChIJzZHnh_OY4jAREGzfRoZPlGU,GOOGLE,"['bar', 'point_of_interest', 'establishment']",6,"Soi Somdet Phrachao Taksin 11 (Watthana), Bukkhalo, Thon Buri"
430,bar,"{'location': {'lat': 13.7071233, 'lng': 100.4923007}, 'viewport': {'northeast': {'lat': 13.7085324302915, 'lng': 100.4936131302915}, 'southwest': {'lat': 13.7058344697085, 'lng': 100.4909151697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,56315e85620d64e5aacaa46367a4ea92fde38b7f,อ้อมขวัญ คาราโอเกะ,,,ChIJ1RvFmo6Y4jARxfd79ZJ_uF4,"{'compound_code': 'PF4R+RW Bangkok, Thailand', 'global_code': '7P52PF4R+RW'}",,5,ChIJ1RvFmo6Y4jARxfd79ZJ_uF4,GOOGLE,"['night_club', 'bar', 'point_of_interest', 'establishment']",1,"235 Charoen Nakhon Road, Samre, Thon Buri"
431,bar,"{'location': {'lat': 13.7085292, 'lng': 100.4883296}, 'viewport': {'northeast': {'lat': 13.7098916802915, 'lng': 100.4896775802915}, 'southwest': {'lat': 13.7071937197085, 'lng': 100.4869796197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,ff74462221f19547c553b6e5f2aa918c15cfe7d7,บาคาร่ากรุงเทพ ธนบุรี,,,ChIJ5Uyf1H6Z4jARy7zuWaGV3hU,"{'compound_code': 'PF5Q+C8 Bangkok, Thailand', 'global_code': '7P52PF5Q+C8'}",,,ChIJ5Uyf1H6Z4jARy7zuWaGV3hU,GOOGLE,"['bar', 'point_of_interest', 'establishment']",,"467 Somdet Phra Chao Tak Sin Road, Samre, Thon Buri"
432,bar,"{'location': {'lat': 13.7109692, 'lng': 100.4984203}, 'viewport': {'northeast': {'lat': 13.7123034802915, 'lng': 100.4997768802915}, 'southwest': {'lat': 13.7096055197085, 'lng': 100.4970789197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,44bdcd0811aaf738f075e812eb8fe155bdd34b68,The Wisdom lounge,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105303523497761349618"">Pearl Y</a>'], 'photo_reference': 'CmRaAAAAwi1usvBmdK9EywSmsf0NizujhNVan2DBENk0TdqGFF3Gu7VH2uvVVc6ugxvaoCKYs_shh9m3J_Bi-POaWP0tjsESDk9GBuyhU8uj9gW2EpMVvNccO2TtaUwvzEhEc3EPEhAVXdIUb_hJzIkT7d-8_sUnGhRRMMafZNhEBhnXN44aVb4PJT2AMg', 'width': 3024}]",ChIJZWXLHW2Z4jARp85d7OWEufg,"{'compound_code': 'PF6X+99 Bangkok, Thailand', 'global_code': '7P52PF6X+99'}",,4,ChIJZWXLHW2Z4jARp85d7OWEufg,GOOGLE,"['night_club', 'bar', 'point_of_interest', 'establishment']",2,"ไอคอนสยาม 299 ซอยเจริญนคร 5, Charoen Nakhon Road, Khlong Ton Sai, Khlong San"
433,bar,"{'location': {'lat': 13.7120036, 'lng': 100.4994669}, 'viewport': {'northeast': {'lat': 13.7133871302915, 'lng': 100.5008724302915}, 'southwest': {'lat': 13.7106891697085, 'lng': 100.4981744697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,5c90fc7ca7ddafb911690f11da8d6fbb47f7a9ab,นครคาเฟ่,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108975509174592960664"">Suwit Sueangamaiam</a>'], 'photo_reference': 'CmRaAAAAVvRRCKa68Td_ekB9ZfN2BN06gHRb_jcn6HrXLP_PIYKxpaZte3xK7fL27zzTwPjg0llt2Goydr2bj2hWN_4KAVilUOb4rjaBloI1IrnHgJ_nxdnF6tkv8GGNRXb62C1GEhDi-Bf4icrCKk36Jqg4agJ2GhTybCnsrE9fyP5Rb-k8qd_UAaZGYw', 'width': 2448}]",ChIJOU29PJOY4jARICfplyC9UJo,"{'compound_code': 'PF6X+RQ Bangkok, Thailand', 'global_code': '7P52PF6X+RQ'}",,3.8,ChIJOU29PJOY4jARICfplyC9UJo,GOOGLE,"['bar', 'point_of_interest', 'establishment']",30,"1018 Charoen Nakhon Road, Bang Lamphu Lang, Khlong San"
434,bar,"{'location': {'lat': 13.704946, 'lng': 100.491178}, 'viewport': {'northeast': {'lat': 13.7062261802915, 'lng': 100.4926303302915}, 'southwest': {'lat': 13.7035282197085, 'lng': 100.4899323697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,7849d4cb22e5a393a449296081f1df6cbd8eddc4,Attitudeq,,"[{'height': 5333, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104047106510414105690"">ธีรานนท์ วิริยานุรักษ์กุล</a>'], 'photo_reference': 'CmRaAAAADhv22otgnf9CXZuPoyKU6hIlvEuhBnGgLz_ZLdYpG6C1iv_xc6GEZ5WwxTCjFItGfzRAQqqQ3BLZ6AoVfjF7rxh5RP2ZcYPyZAzX0cUGE_-EcBabrXJuLfHJhCa8eVELEhDTNRypIqEj7t6S9HMVVVHBGhRHlsaalo7fDNKN15HcVxu65FMGpQ', 'width': 3000}]",ChIJ22wR0XOZ4jAR29HMEUZJb7M,"{'compound_code': 'PF3R+XF Bangkok, Thailand', 'global_code': '7P52PF3R+XF'}",,4.4,ChIJ22wR0XOZ4jAR29HMEUZJb7M,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",21,"Samre, Thon Buri"
435,bar,"{'location': {'lat': 13.704927, 'lng': 100.491173}, 'viewport': {'northeast': {'lat': 13.7062091302915, 'lng': 100.4926224802915}, 'southwest': {'lat': 13.7035111697085, 'lng': 100.4899245197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,4dbd32daa077dc187a4921316f11900c2cff1e84,Seen,{'open_now': False},"[{'height': 822, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109447717683866313461"">SEEN Restaurant &amp; Bar Bangkok</a>'], 'photo_reference': 'CmRaAAAAf8-euKAV-tC1oAwgMzrDyUExx3GK96WvIYpDYS_li77cSVmddkRa1yUjWLz0tle1dVBzYSBGRRnQZ0Bgfsg4V3yOCFflYtXJnMSD_N1XalNuOK2qugQKXEWcMfJjJDOQEhDQc_diA6BTD9udKxRzcRVHGhTrfTnc_Omorr2pXlp5jHif6kLJWQ', 'width': 1644}]",ChIJg0Kb2I6Y4jARlIfc8vnJ1YU,"{'compound_code': 'PF3R+XF Bangkok, Thailand', 'global_code': '7P52PF3R+XF'}",3,4.6,ChIJg0Kb2I6Y4jARlIfc8vnJ1YU,GOOGLE,"['bar', 'point_of_interest', 'establishment']",300,"Avani+ Riverside Bangkok Hotel, 257 Charoen Nakhon Road, Samre, Thon Buri"
